industry,region,last_updated_at,date,value,delta,all_industries_value
"Industries manufacturières, industries extractives et autres (A5-BE)",Grand Est,19/09/2024 12:00,2015-04-01,327027,-1914.0,1925784.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Hauts-de-France,19/09/2024 12:00,2015-04-01,300672,-2046.0,2017909.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2015-04-01,155300,145.0,1803070.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Pays de la Loire,19/09/2024 12:00,2015-04-01,245465,-461.0,1384910.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Nouvelle-Aquitaine,19/09/2024 12:00,2015-04-01,267601,-663.0,2069411.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Corse,19/09/2024 12:00,2015-04-01,6771,24.0,113078.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Occitanie,19/09/2024 12:00,2015-04-01,218466,-190.0,1936462.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bretagne,19/09/2024 12:00,2015-04-01,171855,-26.0,1173764.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Île-de-France,19/09/2024 12:00,2015-04-01,444662,-698.0,5751843.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Normandie,19/09/2024 12:00,2015-04-01,201568,-760.0,1173237.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Centre-Val de Loire,19/09/2024 12:00,2015-04-01,151554,-372.0,902544.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Corse,19/09/2024 12:00,2015-07-01,6788,17.0,113388.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Nouvelle-Aquitaine,19/09/2024 12:00,2015-07-01,266912,-689.0,2073942.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Occitanie,19/09/2024 12:00,2015-07-01,218426,-40.0,1939261.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Pays de la Loire,19/09/2024 12:00,2015-07-01,245152,-313.0,1388374.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Hauts-de-France,19/09/2024 12:00,2015-07-01,299732,-940.0,2021458.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Grand Est,19/09/2024 12:00,2015-07-01,325559,-1468.0,1926093.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bourgogne-Franche-Comté,19/09/2024 12:00,2015-07-01,176643,-320.0,967495.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Centre-Val de Loire,19/09/2024 12:00,2015-07-01,151038,-516.0,901937.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2015-07-01,155171,-129.0,1801783.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Auvergne-Rhône-Alpes,19/09/2024 12:00,2015-07-01,483007,-1867.0,2946612.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Île-de-France,19/09/2024 12:00,2015-07-01,442061,-2601.0,5756279.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bretagne,19/09/2024 12:00,2015-07-01,172352,497.0,1175609.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Normandie,19/09/2024 12:00,2015-07-01,200728,-840.0,1171830.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bourgogne-Franche-Comté,19/09/2024 12:00,2015-10-01,175926,-717.0,967020.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Pays de la Loire,19/09/2024 12:00,2015-10-01,245139,-13.0,1392398.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Occitanie,19/09/2024 12:00,2015-10-01,218404,-22.0,1946433.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Corse,19/09/2024 12:00,2015-10-01,6769,-19.0,113422.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Auvergne-Rhône-Alpes,19/09/2024 12:00,2015-10-01,481743,-1264.0,2953011.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Normandie,19/09/2024 12:00,2015-10-01,200272,-456.0,1172392.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Île-de-France,19/09/2024 12:00,2015-10-01,440423,-1638.0,5762341.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bretagne,19/09/2024 12:00,2015-10-01,172221,-131.0,1177079.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Nouvelle-Aquitaine,19/09/2024 12:00,2015-10-01,266915,3.0,2075491.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Grand Est,19/09/2024 12:00,2015-10-01,323821,-1738.0,1924253.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Hauts-de-France,19/09/2024 12:00,2015-10-01,298863,-869.0,2022814.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2015-10-01,155036,-135.0,1809648.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Centre-Val de Loire,19/09/2024 12:00,2015-10-01,150482,-556.0,901802.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Île-de-France,19/09/2024 12:00,2016-01-01,438013,-2410.0,5771716.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Centre-Val de Loire,19/09/2024 12:00,2016-01-01,149922,-560.0,903229.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Normandie,19/09/2024 12:00,2016-01-01,199231,-1041.0,1172428.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Grand Est,19/09/2024 12:00,2016-01-01,322241,-1580.0,1925395.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Hauts-de-France,19/09/2024 12:00,2016-01-01,297119,-1744.0,2024098.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bretagne,19/09/2024 12:00,2016-01-01,173211,990.0,1182282.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Pays de la Loire,19/09/2024 12:00,2016-01-01,245419,280.0,1399357.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Occitanie,19/09/2024 12:00,2016-01-01,218709,305.0,1951878.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Corse,19/09/2024 12:00,2016-01-01,6817,48.0,113762.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2016-01-01,155073,37.0,1816576.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Nouvelle-Aquitaine,19/09/2024 12:00,2016-01-01,266305,-610.0,2079035.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bourgogne-Franche-Comté,19/09/2024 12:00,2016-01-01,175389,-537.0,965528.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Auvergne-Rhône-Alpes,19/09/2024 12:00,2016-01-01,480923,-820.0,2957813.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Corse,19/09/2024 12:00,2016-04-01,6869,52.0,114423.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Occitanie,19/09/2024 12:00,2016-04-01,218254,-455.0,1957901.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Pays de la Loire,19/09/2024 12:00,2016-04-01,245396,-23.0,1403875.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Centre-Val de Loire,19/09/2024 12:00,2016-04-01,149524,-398.0,903319.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Île-de-France,19/09/2024 12:00,2016-04-01,436400,-1613.0,5781364.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bretagne,19/09/2024 12:00,2016-04-01,173250,39.0,1185164.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Hauts-de-France,19/09/2024 12:00,2016-04-01,295747,-1372.0,2027466.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Grand Est,19/09/2024 12:00,2016-04-01,321177,-1064.0,1929362.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Normandie,19/09/2024 12:00,2016-04-01,198681,-550.0,1171716.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2016-04-01,154666,-407.0,1823689.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Nouvelle-Aquitaine,19/09/2024 12:00,2016-04-01,265846,-459.0,2084222.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Auvergne-Rhône-Alpes,19/09/2024 12:00,2016-04-01,478957,-1966.0,2965679.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bourgogne-Franche-Comté,19/09/2024 12:00,2016-04-01,174545,-844.0,967340.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bourgogne-Franche-Comté,19/09/2024 12:00,2016-07-01,173602,-943.0,979364.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2016-07-01,154387,-279.0,1827038.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Île-de-France,19/09/2024 12:00,2016-07-01,435452,-948.0,5796935.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Centre-Val de Loire,19/09/2024 12:00,2016-07-01,149511,-13.0,903207.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bretagne,19/09/2024 12:00,2016-07-01,172846,-404.0,1187742.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Normandie,19/09/2024 12:00,2016-07-01,198917,236.0,1174641.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Auvergne-Rhône-Alpes,19/09/2024 12:00,2016-07-01,479797,840.0,2980811.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Grand Est,19/09/2024 12:00,2016-07-01,320653,-524.0,1933231.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Hauts-de-France,19/09/2024 12:00,2016-07-01,294837,-910.0,2032573.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Nouvelle-Aquitaine,19/09/2024 12:00,2016-07-01,265712,-134.0,2088399.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Occitanie,19/09/2024 12:00,2016-07-01,218177,-77.0,1967797.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Pays de la Loire,19/09/2024 12:00,2016-07-01,245605,209.0,1409586.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Corse,19/09/2024 12:00,2016-07-01,6969,100.0,114615.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Centre-Val de Loire,19/09/2024 12:00,2016-10-01,148742,-769.0,904947.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Île-de-France,19/09/2024 12:00,2016-10-01,433221,-2231.0,5799002.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Normandie,19/09/2024 12:00,2016-10-01,198404,-513.0,1173843.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Grand Est,19/09/2024 12:00,2016-10-01,318640,-2013.0,1931148.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bretagne,19/09/2024 12:00,2016-10-01,172789,-57.0,1188723.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Hauts-de-France,19/09/2024 12:00,2016-10-01,293087,-1750.0,2034962.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Pays de la Loire,19/09/2024 12:00,2016-10-01,246712,1107.0,1413984.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Occitanie,19/09/2024 12:00,2016-10-01,219056,879.0,1976065.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Corse,19/09/2024 12:00,2016-10-01,6895,-74.0,113944.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2016-10-01,153829,-558.0,1828234.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Nouvelle-Aquitaine,19/09/2024 12:00,2016-10-01,265192,-520.0,2092220.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bourgogne-Franche-Comté,19/09/2024 12:00,2016-10-01,172668,-934.0,968644.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Auvergne-Rhône-Alpes,19/09/2024 12:00,2016-10-01,478983,-814.0,2978615.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bretagne,19/09/2024 12:00,2017-01-01,172970,181.0,1196292.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Centre-Val de Loire,19/09/2024 12:00,2017-01-01,148170,-572.0,906587.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Normandie,19/09/2024 12:00,2017-01-01,197820,-584.0,1174475.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Île-de-France,19/09/2024 12:00,2017-01-01,432650,-571.0,5827657.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2017-01-01,153831,2.0,1836272.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Nouvelle-Aquitaine,19/09/2024 12:00,2017-01-01,264830,-362.0,2102266.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bourgogne-Franche-Comté,19/09/2024 12:00,2017-01-01,172100,-568.0,972482.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Hauts-de-France,19/09/2024 12:00,2017-01-01,292602,-485.0,2037667.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Grand Est,19/09/2024 12:00,2017-01-01,317564,-1076.0,1937522.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Pays de la Loire,19/09/2024 12:00,2017-01-01,247291,579.0,1423547.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Occitanie,19/09/2024 12:00,2017-01-01,219824,768.0,1987000.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Corse,19/09/2024 12:00,2017-01-01,6814,-81.0,114978.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Auvergne-Rhône-Alpes,19/09/2024 12:00,2017-01-01,479294,311.0,2993503.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Centre-Val de Loire,19/09/2024 12:00,2017-04-01,148105,-65.0,909756.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Île-de-France,19/09/2024 12:00,2017-04-01,431712,-938.0,5850348.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Normandie,19/09/2024 12:00,2017-04-01,197637,-183.0,1178653.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Grand Est,19/09/2024 12:00,2017-04-01,317521,-43.0,1944559.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bretagne,19/09/2024 12:00,2017-04-01,173507,537.0,1202497.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Hauts-de-France,19/09/2024 12:00,2017-04-01,291958,-644.0,2044752.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Pays de la Loire,19/09/2024 12:00,2017-04-01,248750,1459.0,1431009.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Occitanie,19/09/2024 12:00,2017-04-01,219696,-128.0,1996523.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Corse,19/09/2024 12:00,2017-04-01,6955,141.0,115965.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2017-04-01,154346,515.0,1843943.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Nouvelle-Aquitaine,19/09/2024 12:00,2017-04-01,265230,400.0,2111348.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Auvergne-Rhône-Alpes,19/09/2024 12:00,2017-04-01,480493,1199.0,3011210.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bourgogne-Franche-Comté,19/09/2024 12:00,2017-04-01,172250,150.0,976105.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bourgogne-Franche-Comté,19/09/2024 12:00,2017-07-01,171586,-664.0,978286.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Auvergne-Rhône-Alpes,19/09/2024 12:00,2017-07-01,480407,-86.0,3021327.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Nouvelle-Aquitaine,19/09/2024 12:00,2017-07-01,265631,401.0,2110502.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2017-07-01,154223,-123.0,1845866.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Grand Est,19/09/2024 12:00,2017-07-01,316508,-1013.0,1944886.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Corse,19/09/2024 12:00,2017-07-01,6946,-9.0,115085.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Centre-Val de Loire,19/09/2024 12:00,2017-07-01,147900,-205.0,908941.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Occitanie,19/09/2024 12:00,2017-07-01,220818,1122.0,1997648.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Pays de la Loire,19/09/2024 12:00,2017-07-01,249307,557.0,1437291.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Hauts-de-France,19/09/2024 12:00,2017-07-01,290734,-1224.0,2045462.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Île-de-France,19/09/2024 12:00,2017-07-01,429636,-2076.0,5843350.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Normandie,19/09/2024 12:00,2017-07-01,197952,315.0,1178574.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bretagne,19/09/2024 12:00,2017-07-01,173406,-101.0,1202217.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bourgogne-Franche-Comté,19/09/2024 12:00,2017-10-01,171717,131.0,978005.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Pays de la Loire,19/09/2024 12:00,2017-10-01,250779,1472.0,1447009.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Occitanie,19/09/2024 12:00,2017-10-01,220627,-191.0,2008243.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Corse,19/09/2024 12:00,2017-10-01,6870,-76.0,116007.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Auvergne-Rhône-Alpes,19/09/2024 12:00,2017-10-01,482544,2137.0,3032959.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Normandie,19/09/2024 12:00,2017-10-01,198535,583.0,1180194.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Île-de-France,19/09/2024 12:00,2017-10-01,428568,-1068.0,5871224.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bretagne,19/09/2024 12:00,2017-10-01,173874,468.0,1208539.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Nouvelle-Aquitaine,19/09/2024 12:00,2017-10-01,266613,982.0,2121687.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Grand Est,19/09/2024 12:00,2017-10-01,316517,9.0,1950937.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Hauts-de-France,19/09/2024 12:00,2017-10-01,290364,-370.0,2048074.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2017-10-01,154715,492.0,1852127.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Centre-Val de Loire,19/09/2024 12:00,2017-10-01,148449,549.0,910456.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Pays de la Loire,19/09/2024 12:00,2018-01-01,251428,649.0,1450454.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Occitanie,19/09/2024 12:00,2018-01-01,220924,297.0,2018105.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Corse,19/09/2024 12:00,2018-01-01,6928,58.0,117352.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Nouvelle-Aquitaine,19/09/2024 12:00,2018-01-01,266963,350.0,2129488.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Île-de-France,19/09/2024 12:00,2018-01-01,426429,-2139.0,5883606.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Normandie,19/09/2024 12:00,2018-01-01,198585,50.0,1181517.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Grand Est,19/09/2024 12:00,2018-01-01,316422,-95.0,1949313.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bretagne,19/09/2024 12:00,2018-01-01,173843,-31.0,1210495.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Hauts-de-France,19/09/2024 12:00,2018-01-01,289189,-1175.0,2049069.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Auvergne-Rhône-Alpes,19/09/2024 12:00,2018-01-01,483073,529.0,3042420.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bourgogne-Franche-Comté,19/09/2024 12:00,2018-01-01,171841,124.0,978226.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Centre-Val de Loire,19/09/2024 12:00,2018-01-01,147879,-570.0,909662.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2018-01-01,155230,515.0,1861539.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Grand Est,19/09/2024 12:00,2018-04-01,315423,-999.0,1946200.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Centre-Val de Loire,19/09/2024 12:00,2018-04-01,148103,224.0,909240.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Hauts-de-France,19/09/2024 12:00,2018-04-01,289108,-81.0,2048707.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Corse,19/09/2024 12:00,2018-04-01,6979,51.0,118511.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Pays de la Loire,19/09/2024 12:00,2018-04-01,252226,798.0,1452600.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Occitanie,19/09/2024 12:00,2018-04-01,221554,630.0,2017391.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Nouvelle-Aquitaine,19/09/2024 12:00,2018-04-01,267868,905.0,2128612.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bourgogne-Franche-Comté,19/09/2024 12:00,2018-04-01,172071,230.0,975402.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Auvergne-Rhône-Alpes,19/09/2024 12:00,2018-04-01,484639,1566.0,3042024.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Île-de-France,19/09/2024 12:00,2018-04-01,426588,159.0,5896322.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Normandie,19/09/2024 12:00,2018-04-01,198855,270.0,1181423.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bretagne,19/09/2024 12:00,2018-04-01,173676,-167.0,1211753.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2018-04-01,155663,433.0,1859820.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Auvergne-Rhône-Alpes,19/09/2024 12:00,2018-07-01,485438,799.0,3044630.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2018-07-01,156126,463.0,1863749.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bourgogne-Franche-Comté,19/09/2024 12:00,2018-07-01,171497,-574.0,973750.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Pays de la Loire,19/09/2024 12:00,2018-07-01,253920,1694.0,1456017.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Grand Est,19/09/2024 12:00,2018-07-01,314570,-853.0,1943290.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Occitanie,19/09/2024 12:00,2018-07-01,222411,857.0,2022690.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Hauts-de-France,19/09/2024 12:00,2018-07-01,288707,-401.0,2045879.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Nouvelle-Aquitaine,19/09/2024 12:00,2018-07-01,268196,328.0,2136959.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Corse,19/09/2024 12:00,2018-07-01,6958,-21.0,117990.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Centre-Val de Loire,19/09/2024 12:00,2018-07-01,147772,-331.0,907008.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Île-de-France,19/09/2024 12:00,2018-07-01,425511,-1077.0,5908307.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Normandie,19/09/2024 12:00,2018-07-01,198510,-345.0,1179429.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bretagne,19/09/2024 12:00,2018-07-01,173669,-7.0,1212722.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bourgogne-Franche-Comté,19/09/2024 12:00,2018-10-01,171496,-1.0,975066.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Auvergne-Rhône-Alpes,19/09/2024 12:00,2018-10-01,487079,1641.0,3056400.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Nouvelle-Aquitaine,19/09/2024 12:00,2018-10-01,269506,1310.0,2139331.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2018-10-01,156230,104.0,1866470.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Corse,19/09/2024 12:00,2018-10-01,7080,122.0,117805.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Centre-Val de Loire,19/09/2024 12:00,2018-10-01,148203,431.0,907262.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Occitanie,19/09/2024 12:00,2018-10-01,223594,1183.0,2030710.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Pays de la Loire,19/09/2024 12:00,2018-10-01,255227,1307.0,1461556.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Hauts-de-France,19/09/2024 12:00,2018-10-01,288594,-113.0,2045245.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Grand Est,19/09/2024 12:00,2018-10-01,314634,64.0,1942806.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Île-de-France,19/09/2024 12:00,2018-10-01,426650,1139.0,5934810.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Normandie,19/09/2024 12:00,2018-10-01,198749,239.0,1181905.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bretagne,19/09/2024 12:00,2018-10-01,174375,706.0,1218193.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Île-de-France,19/09/2024 12:00,2019-01-01,427136,486.0,5973332.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Centre-Val de Loire,19/09/2024 12:00,2019-01-01,149073,870.0,912016.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Normandie,19/09/2024 12:00,2019-01-01,199837,1088.0,1189601.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Grand Est,19/09/2024 12:00,2019-01-01,314648,14.0,1951061.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bretagne,19/09/2024 12:00,2019-01-01,174974,599.0,1225776.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Hauts-de-France,19/09/2024 12:00,2019-01-01,288992,398.0,2056026.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Corse,19/09/2024 12:00,2019-01-01,7155,75.0,119759.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Pays de la Loire,19/09/2024 12:00,2019-01-01,257034,1807.0,1471042.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Occitanie,19/09/2024 12:00,2019-01-01,224671,1077.0,2045963.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2019-01-01,156753,523.0,1878216.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Nouvelle-Aquitaine,19/09/2024 12:00,2019-01-01,270767,1261.0,2156298.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Auvergne-Rhône-Alpes,19/09/2024 12:00,2019-01-01,489220,2141.0,3076007.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Bourgogne-Franche-Comté,19/09/2024 12:00,2019-01-01,171415,-81.0,978682.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Île-de-France,19/09/2024 12:00,2019-04-01,428577,1441.0,5994539.0
"Industries manufacturières, industries extractives et autres (A5-BE)",Centre-Val de Loire,19/09/2024 12:00,2019-04-01,149205,132.0,913572.0
