industry,region,last_updated_at,date,value,delta,all_industries_value
Construction (A5-FZ),Bretagne,19/09/2024 12:00,2017-10-01,70875,380.0,1208539.0
Construction (A5-FZ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2017-10-01,101754,289.0,1852127.0
Construction (A5-FZ),Centre-Val de Loire,19/09/2024 12:00,2017-10-01,52681,34.0,910456.0
Construction (A5-FZ),Corse,19/09/2024 12:00,2018-01-01,10595,175.0,117352.0
Construction (A5-FZ),Nouvelle-Aquitaine,19/09/2024 12:00,2018-01-01,123292,772.0,2129488.0
Construction (A5-FZ),Occitanie,19/09/2024 12:00,2018-01-01,115135,1139.0,2018105.0
Construction (A5-FZ),Pays de la Loire,19/09/2024 12:00,2018-01-01,88930,183.0,1450454.0
Construction (A5-FZ),Grand Est,19/09/2024 12:00,2018-01-01,108057,112.0,1949313.0
Construction (A5-FZ),Normandie,19/09/2024 12:00,2018-01-01,70591,-26.0,1181517.0
Construction (A5-FZ),Hauts-de-France,19/09/2024 12:00,2018-01-01,107305,405.0,2049069.0
Construction (A5-FZ),Bretagne,19/09/2024 12:00,2018-01-01,71084,209.0,1210495.0
Construction (A5-FZ),Île-de-France,19/09/2024 12:00,2018-01-01,281360,2373.0,5883606.0
Construction (A5-FZ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2018-01-01,181109,781.0,3042420.0
Construction (A5-FZ),Bourgogne-Franche-Comté,19/09/2024 12:00,2018-01-01,50714,-53.0,978226.0
Construction (A5-FZ),Centre-Val de Loire,19/09/2024 12:00,2018-01-01,52645,-36.0,909662.0
Construction (A5-FZ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2018-01-01,102522,768.0,1861539.0
Construction (A5-FZ),Centre-Val de Loire,19/09/2024 12:00,2018-04-01,52672,27.0,909240.0
Construction (A5-FZ),Hauts-de-France,19/09/2024 12:00,2018-04-01,108069,764.0,2048707.0
Construction (A5-FZ),Grand Est,19/09/2024 12:00,2018-04-01,108387,330.0,1946200.0
Construction (A5-FZ),Pays de la Loire,19/09/2024 12:00,2018-04-01,89356,426.0,1452600.0
Construction (A5-FZ),Corse,19/09/2024 12:00,2018-04-01,10673,78.0,118511.0
Construction (A5-FZ),Occitanie,19/09/2024 12:00,2018-04-01,115430,295.0,2017391.0
Construction (A5-FZ),Nouvelle-Aquitaine,19/09/2024 12:00,2018-04-01,123344,52.0,2128612.0
Construction (A5-FZ),Normandie,19/09/2024 12:00,2018-04-01,71025,434.0,1181423.0
Construction (A5-FZ),Île-de-France,19/09/2024 12:00,2018-04-01,285720,4360.0,5896322.0
Construction (A5-FZ),Bretagne,19/09/2024 12:00,2018-04-01,71393,309.0,1211753.0
Construction (A5-FZ),Bourgogne-Franche-Comté,19/09/2024 12:00,2018-04-01,50750,36.0,975402.0
Construction (A5-FZ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2018-04-01,181722,613.0,3042024.0
Construction (A5-FZ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2018-04-01,102983,461.0,1859820.0
Construction (A5-FZ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2018-07-01,104444,1461.0,1863749.0
Construction (A5-FZ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2018-07-01,183515,1793.0,3044630.0
Construction (A5-FZ),Bourgogne-Franche-Comté,19/09/2024 12:00,2018-07-01,51021,271.0,973750.0
Construction (A5-FZ),Nouvelle-Aquitaine,19/09/2024 12:00,2018-07-01,124434,1090.0,2136959.0
Construction (A5-FZ),Corse,19/09/2024 12:00,2018-07-01,10824,151.0,117990.0
Construction (A5-FZ),Hauts-de-France,19/09/2024 12:00,2018-07-01,108529,460.0,2045879.0
Construction (A5-FZ),Occitanie,19/09/2024 12:00,2018-07-01,116615,1185.0,2022690.0
Construction (A5-FZ),Grand Est,19/09/2024 12:00,2018-07-01,108758,371.0,1943290.0
Construction (A5-FZ),Pays de la Loire,19/09/2024 12:00,2018-07-01,90142,786.0,1456017.0
Construction (A5-FZ),Centre-Val de Loire,19/09/2024 12:00,2018-07-01,52914,242.0,907008.0
Construction (A5-FZ),Bretagne,19/09/2024 12:00,2018-07-01,72035,642.0,1212722.0
Construction (A5-FZ),Île-de-France,19/09/2024 12:00,2018-07-01,290037,4317.0,5908307.0
Construction (A5-FZ),Normandie,19/09/2024 12:00,2018-07-01,71339,314.0,1179429.0
Construction (A5-FZ),Bourgogne-Franche-Comté,19/09/2024 12:00,2018-10-01,50890,-131.0,975066.0
Construction (A5-FZ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2018-10-01,184259,744.0,3056400.0
Construction (A5-FZ),Nouvelle-Aquitaine,19/09/2024 12:00,2018-10-01,125306,872.0,2139331.0
Construction (A5-FZ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2018-10-01,104836,392.0,1866470.0
Construction (A5-FZ),Grand Est,19/09/2024 12:00,2018-10-01,108973,215.0,1942806.0
Construction (A5-FZ),Hauts-de-France,19/09/2024 12:00,2018-10-01,108794,265.0,2045245.0
Construction (A5-FZ),Pays de la Loire,19/09/2024 12:00,2018-10-01,90382,240.0,1461556.0
Construction (A5-FZ),Occitanie,19/09/2024 12:00,2018-10-01,117239,624.0,2030710.0
Construction (A5-FZ),Centre-Val de Loire,19/09/2024 12:00,2018-10-01,52712,-202.0,907262.0
Construction (A5-FZ),Corse,19/09/2024 12:00,2018-10-01,10801,-23.0,117805.0
Construction (A5-FZ),Bretagne,19/09/2024 12:00,2018-10-01,72326,291.0,1218193.0
Construction (A5-FZ),Normandie,19/09/2024 12:00,2018-10-01,71807,468.0,1181905.0
Construction (A5-FZ),Île-de-France,19/09/2024 12:00,2018-10-01,294376,4339.0,5934810.0
Construction (A5-FZ),Hauts-de-France,19/09/2024 12:00,2019-01-01,109735,941.0,2056026.0
Construction (A5-FZ),Bretagne,19/09/2024 12:00,2019-01-01,72834,508.0,1225776.0
Construction (A5-FZ),Grand Est,19/09/2024 12:00,2019-01-01,110174,1201.0,1951061.0
Construction (A5-FZ),Normandie,19/09/2024 12:00,2019-01-01,72344,537.0,1189601.0
Construction (A5-FZ),Centre-Val de Loire,19/09/2024 12:00,2019-01-01,53058,346.0,912016.0
Construction (A5-FZ),Île-de-France,19/09/2024 12:00,2019-01-01,301176,6800.0,5973332.0
Construction (A5-FZ),Corse,19/09/2024 12:00,2019-01-01,11244,443.0,119759.0
Construction (A5-FZ),Occitanie,19/09/2024 12:00,2019-01-01,118744,1505.0,2045963.0
Construction (A5-FZ),Pays de la Loire,19/09/2024 12:00,2019-01-01,90869,487.0,1471042.0
Construction (A5-FZ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2019-01-01,106782,1946.0,1878216.0
Construction (A5-FZ),Nouvelle-Aquitaine,19/09/2024 12:00,2019-01-01,126422,1116.0,2156298.0
Construction (A5-FZ),Bourgogne-Franche-Comté,19/09/2024 12:00,2019-01-01,51248,358.0,978682.0
Construction (A5-FZ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2019-01-01,185804,1545.0,3076007.0
Construction (A5-FZ),Hauts-de-France,19/09/2024 12:00,2019-04-01,110221,486.0,2058248.0
Construction (A5-FZ),Grand Est,19/09/2024 12:00,2019-04-01,111079,905.0,1950663.0
Construction (A5-FZ),Bretagne,19/09/2024 12:00,2019-04-01,73419,585.0,1227565.0
Construction (A5-FZ),Île-de-France,19/09/2024 12:00,2019-04-01,306658,5482.0,5994539.0
Construction (A5-FZ),Normandie,19/09/2024 12:00,2019-04-01,72793,449.0,1189112.0
Construction (A5-FZ),Centre-Val de Loire,19/09/2024 12:00,2019-04-01,53303,245.0,913572.0
Construction (A5-FZ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2019-04-01,108027,1245.0,1883012.0
Construction (A5-FZ),Nouvelle-Aquitaine,19/09/2024 12:00,2019-04-01,127468,1046.0,2157592.0
Construction (A5-FZ),Bourgogne-Franche-Comté,19/09/2024 12:00,2019-04-01,51416,168.0,978231.0
Construction (A5-FZ),Corse,19/09/2024 12:00,2019-04-01,11293,49.0,120630.0
Construction (A5-FZ),Occitanie,19/09/2024 12:00,2019-04-01,119772,1028.0,2050093.0
Construction (A5-FZ),Pays de la Loire,19/09/2024 12:00,2019-04-01,91227,358.0,1473870.0
Construction (A5-FZ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2019-04-01,186425,621.0,3075519.0
Construction (A5-FZ),Bourgogne-Franche-Comté,19/09/2024 12:00,2019-07-01,51575,159.0,976564.0
Construction (A5-FZ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2019-07-01,187717,1292.0,3083678.0
Construction (A5-FZ),Nouvelle-Aquitaine,19/09/2024 12:00,2019-07-01,128321,853.0,2165927.0
Construction (A5-FZ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2019-07-01,108841,814.0,1890195.0
Construction (A5-FZ),Grand Est,19/09/2024 12:00,2019-07-01,111880,801.0,1952312.0
Construction (A5-FZ),Pays de la Loire,19/09/2024 12:00,2019-07-01,92019,792.0,1477426.0
Construction (A5-FZ),Hauts-de-France,19/09/2024 12:00,2019-07-01,110858,637.0,2060168.0
Construction (A5-FZ),Occitanie,19/09/2024 12:00,2019-07-01,120963,1191.0,2057348.0
Construction (A5-FZ),Centre-Val de Loire,19/09/2024 12:00,2019-07-01,53750,447.0,911889.0
Construction (A5-FZ),Corse,19/09/2024 12:00,2019-07-01,11340,47.0,120710.0
Construction (A5-FZ),Île-de-France,19/09/2024 12:00,2019-07-01,311323,4665.0,6018255.0
Construction (A5-FZ),Bretagne,19/09/2024 12:00,2019-07-01,74222,803.0,1232757.0
Construction (A5-FZ),Normandie,19/09/2024 12:00,2019-07-01,73240,447.0,1187735.0
Construction (A5-FZ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2019-10-01,110073,1232.0,1898803.0
Construction (A5-FZ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2019-10-01,188940,1223.0,3097750.0
Construction (A5-FZ),Île-de-France,19/09/2024 12:00,2019-10-01,316549,5226.0,6048504.0
Construction (A5-FZ),Bretagne,19/09/2024 12:00,2019-10-01,74679,457.0,1238905.0
Construction (A5-FZ),Normandie,19/09/2024 12:00,2019-10-01,73557,317.0,1192269.0
Construction (A5-FZ),Pays de la Loire,19/09/2024 12:00,2019-10-01,92367,348.0,1486186.0
Construction (A5-FZ),Occitanie,19/09/2024 12:00,2019-10-01,122214,1251.0,2068727.0
Construction (A5-FZ),Corse,19/09/2024 12:00,2019-10-01,11479,139.0,120774.0
Construction (A5-FZ),Centre-Val de Loire,19/09/2024 12:00,2019-10-01,54159,409.0,915972.0
Construction (A5-FZ),Bourgogne-Franche-Comté,19/09/2024 12:00,2019-10-01,51622,47.0,978862.0
Construction (A5-FZ),Hauts-de-France,19/09/2024 12:00,2019-10-01,111484,626.0,2065298.0
Construction (A5-FZ),Nouvelle-Aquitaine,19/09/2024 12:00,2019-10-01,129137,816.0,2170947.0
Construction (A5-FZ),Grand Est,19/09/2024 12:00,2019-10-01,112770,890.0,1953660.0
Construction (A5-FZ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2020-01-01,109167,-906.0,1860986.0
Construction (A5-FZ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2020-01-01,188749,-191.0,3026336.0
Construction (A5-FZ),Bourgogne-Franche-Comté,19/09/2024 12:00,2020-01-01,51334,-288.0,957464.0
Construction (A5-FZ),Corse,19/09/2024 12:00,2020-01-01,11508,29.0,120614.0
Construction (A5-FZ),Hauts-de-France,19/09/2024 12:00,2020-01-01,111521,37.0,2027857.0
Construction (A5-FZ),Grand Est,19/09/2024 12:00,2020-01-01,112658,-112.0,1915881.0
Construction (A5-FZ),Occitanie,19/09/2024 12:00,2020-01-01,121545,-669.0,2029878.0
Construction (A5-FZ),Nouvelle-Aquitaine,19/09/2024 12:00,2020-01-01,129031,-106.0,2129268.0
Construction (A5-FZ),Pays de la Loire,19/09/2024 12:00,2020-01-01,92085,-282.0,1454985.0
Construction (A5-FZ),Centre-Val de Loire,19/09/2024 12:00,2020-01-01,54001,-158.0,895921.0
Construction (A5-FZ),Île-de-France,19/09/2024 12:00,2020-01-01,314572,-1977.0,5962463.0
Construction (A5-FZ),Bretagne,19/09/2024 12:00,2020-01-01,74547,-132.0,1214912.0
Construction (A5-FZ),Normandie,19/09/2024 12:00,2020-01-01,73433,-124.0,1168274.0
Construction (A5-FZ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2020-04-01,111002,1835.0,1840809.0
Construction (A5-FZ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2020-04-01,191145,2396.0,3022375.0
Construction (A5-FZ),Île-de-France,19/09/2024 12:00,2020-04-01,319356,4784.0,5895420.0
Construction (A5-FZ),Normandie,19/09/2024 12:00,2020-04-01,73730,297.0,1165642.0
Construction (A5-FZ),Bretagne,19/09/2024 12:00,2020-04-01,75361,814.0,1216267.0
Construction (A5-FZ),Pays de la Loire,19/09/2024 12:00,2020-04-01,92858,773.0,1454016.0
Construction (A5-FZ),Occitanie,19/09/2024 12:00,2020-04-01,123127,1582.0,2021879.0
Construction (A5-FZ),Corse,19/09/2024 12:00,2020-04-01,11709,201.0,114074.0
Construction (A5-FZ),Centre-Val de Loire,19/09/2024 12:00,2020-04-01,54404,403.0,893923.0
Construction (A5-FZ),Bourgogne-Franche-Comté,19/09/2024 12:00,2020-04-01,51570,236.0,952240.0
Construction (A5-FZ),Grand Est,19/09/2024 12:00,2020-04-01,113097,439.0,1906075.0
Construction (A5-FZ),Hauts-de-France,19/09/2024 12:00,2020-04-01,111934,413.0,2019023.0
Construction (A5-FZ),Nouvelle-Aquitaine,19/09/2024 12:00,2020-04-01,130437,1406.0,2125469.0
Construction (A5-FZ),Nouvelle-Aquitaine,19/09/2024 12:00,2020-07-01,132170,1733.0,2176168.0
Construction (A5-FZ),Bretagne,19/09/2024 12:00,2020-07-01,76588,1227.0,1242934.0
Construction (A5-FZ),Normandie,19/09/2024 12:00,2020-07-01,74764,1034.0,1188615.0
Construction (A5-FZ),Île-de-France,19/09/2024 12:00,2020-07-01,325409,6053.0,5997982.0
Construction (A5-FZ),Centre-Val de Loire,19/09/2024 12:00,2020-07-01,55121,717.0,910875.0
Construction (A5-FZ),Occitanie,19/09/2024 12:00,2020-07-01,125194,2067.0,2065391.0
Construction (A5-FZ),Pays de la Loire,19/09/2024 12:00,2020-07-01,93679,821.0,1485571.0
Construction (A5-FZ),Corse,19/09/2024 12:00,2020-07-01,11880,171.0,119414.0
Construction (A5-FZ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2020-07-01,113425,2423.0,1888925.0
Construction (A5-FZ),Hauts-de-France,19/09/2024 12:00,2020-07-01,113557,1623.0,2064891.0
Construction (A5-FZ),Grand Est,19/09/2024 12:00,2020-07-01,114769,1672.0,1941952.0
Construction (A5-FZ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2020-07-01,193695,2550.0,3092804.0
Construction (A5-FZ),Bourgogne-Franche-Comté,19/09/2024 12:00,2020-07-01,52129,559.0,970364.0
Construction (A5-FZ),Île-de-France,19/09/2024 12:00,2020-10-01,329876,4467.0,5996478.0
Construction (A5-FZ),Centre-Val de Loire,19/09/2024 12:00,2020-10-01,55477,356.0,912998.0
Construction (A5-FZ),Normandie,19/09/2024 12:00,2020-10-01,75478,714.0,1191754.0
Construction (A5-FZ),Bretagne,19/09/2024 12:00,2020-10-01,77593,1005.0,1244237.0
Construction (A5-FZ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2020-10-01,114594,1169.0,1896450.0
Construction (A5-FZ),Nouvelle-Aquitaine,19/09/2024 12:00,2020-10-01,133984,1814.0,2178639.0
Construction (A5-FZ),Hauts-de-France,19/09/2024 12:00,2020-10-01,114910,1353.0,2069864.0
Construction (A5-FZ),Grand Est,19/09/2024 12:00,2020-10-01,115722,953.0,1942871.0
Construction (A5-FZ),Bourgogne-Franche-Comté,19/09/2024 12:00,2020-10-01,52799,670.0,972291.0
Construction (A5-FZ),Corse,19/09/2024 12:00,2020-10-01,12030,150.0,122190.0
Construction (A5-FZ),Pays de la Loire,19/09/2024 12:00,2020-10-01,94630,951.0,1489890.0
Construction (A5-FZ),Occitanie,19/09/2024 12:00,2020-10-01,126848,1654.0,2068258.0
Construction (A5-FZ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2020-10-01,196012,2317.0,3074400.0
Construction (A5-FZ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2021-01-01,198343,2331.0,3098904.0
Construction (A5-FZ),Bourgogne-Franche-Comté,19/09/2024 12:00,2021-01-01,53639,840.0,975218.0
Construction (A5-FZ),Grand Est,19/09/2024 12:00,2021-01-01,116993,1271.0,1954350.0
Construction (A5-FZ),Hauts-de-France,19/09/2024 12:00,2021-01-01,116481,1571.0,2083133.0
Construction (A5-FZ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2021-01-01,116156,1562.0,1909244.0
Construction (A5-FZ),Corse,19/09/2024 12:00,2021-01-01,12266,236.0,123004.0
Construction (A5-FZ),Nouvelle-Aquitaine,19/09/2024 12:00,2021-01-01,136046,2062.0,2198095.0
Construction (A5-FZ),Occitanie,19/09/2024 12:00,2021-01-01,128741,1893.0,2084070.0
Construction (A5-FZ),Pays de la Loire,19/09/2024 12:00,2021-01-01,95910,1280.0,1500055.0
Construction (A5-FZ),Normandie,19/09/2024 12:00,2021-01-01,76213,735.0,1197820.0
Construction (A5-FZ),Île-de-France,19/09/2024 12:00,2021-01-01,333317,3441.0,6029208.0
Construction (A5-FZ),Bretagne,19/09/2024 12:00,2021-01-01,78621,1028.0,1255208.0
Construction (A5-FZ),Centre-Val de Loire,19/09/2024 12:00,2021-01-01,56218,741.0,916638.0
Construction (A5-FZ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2021-04-01,117044,888.0,1934200.0
Construction (A5-FZ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2021-04-01,199206,863.0,3152128.0
Construction (A5-FZ),Centre-Val de Loire,19/09/2024 12:00,2021-04-01,56463,245.0,924602.0
Construction (A5-FZ),Bourgogne-Franche-Comté,19/09/2024 12:00,2021-04-01,54021,382.0,980921.0
Construction (A5-FZ),Bretagne,19/09/2024 12:00,2021-04-01,79509,888.0,1268031.0
Construction (A5-FZ),Hauts-de-France,19/09/2024 12:00,2021-04-01,117582,1101.0,2101471.0
Construction (A5-FZ),Grand Est,19/09/2024 12:00,2021-04-01,117716,723.0,1971546.0
Construction (A5-FZ),Normandie,19/09/2024 12:00,2021-04-01,76835,622.0,1207705.0
Construction (A5-FZ),Île-de-France,19/09/2024 12:00,2021-04-01,336787,3470.0,6069732.0
Construction (A5-FZ),Corse,19/09/2024 12:00,2021-04-01,12317,51.0,123386.0
Construction (A5-FZ),Occitanie,19/09/2024 12:00,2021-04-01,129899,1158.0,2110341.0
Construction (A5-FZ),Pays de la Loire,19/09/2024 12:00,2021-04-01,96787,877.0,1516470.0
Construction (A5-FZ),Nouvelle-Aquitaine,19/09/2024 12:00,2021-04-01,137421,1375.0,2226600.0
Construction (A5-FZ),Bourgogne-Franche-Comté,19/09/2024 12:00,2021-07-01,54462,441.0,992295.0
Construction (A5-FZ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2021-07-01,117993,949.0,1953132.0
Construction (A5-FZ),Bretagne,19/09/2024 12:00,2021-07-01,80023,514.0,1279323.0
Construction (A5-FZ),Centre-Val de Loire,19/09/2024 12:00,2021-07-01,57002,539.0,930108.0
Construction (A5-FZ),Normandie,19/09/2024 12:00,2021-07-01,77557,722.0,1218573.0
Construction (A5-FZ),Île-de-France,19/09/2024 12:00,2021-07-01,338009,1222.0,6126073.0
Construction (A5-FZ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2021-07-01,200609,1403.0,3183956.0
Construction (A5-FZ),Nouvelle-Aquitaine,19/09/2024 12:00,2021-07-01,138836,1415.0,2242554.0
Construction (A5-FZ),Hauts-de-France,19/09/2024 12:00,2021-07-01,118429,847.0,2117067.0
Construction (A5-FZ),Grand Est,19/09/2024 12:00,2021-07-01,118342,626.0,1983933.0
Construction (A5-FZ),Occitanie,19/09/2024 12:00,2021-07-01,130807,908.0,2132006.0
Construction (A5-FZ),Pays de la Loire,19/09/2024 12:00,2021-07-01,97728,941.0,1530110.0
Construction (A5-FZ),Corse,19/09/2024 12:00,2021-07-01,12341,24.0,124570.0
Construction (A5-FZ),Bourgogne-Franche-Comté,19/09/2024 12:00,2021-10-01,54575,113.0,990044.0
Construction (A5-FZ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2021-10-01,118758,765.0,1970954.0
Construction (A5-FZ),Bretagne,19/09/2024 12:00,2021-10-01,80809,786.0,1286632.0
Construction (A5-FZ),Centre-Val de Loire,19/09/2024 12:00,2021-10-01,57220,218.0,931035.0
Construction (A5-FZ),Normandie,19/09/2024 12:00,2021-10-01,77992,435.0,1222408.0
Construction (A5-FZ),Île-de-France,19/09/2024 12:00,2021-10-01,338096,87.0,6161054.0
Construction (A5-FZ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2021-10-01,201193,584.0,3197205.0
Construction (A5-FZ),Hauts-de-France,19/09/2024 12:00,2021-10-01,118726,297.0,2129293.0
Construction (A5-FZ),Nouvelle-Aquitaine,19/09/2024 12:00,2021-10-01,139421,585.0,2254396.0
Construction (A5-FZ),Grand Est,19/09/2024 12:00,2021-10-01,118741,399.0,1994037.0
Construction (A5-FZ),Occitanie,19/09/2024 12:00,2021-10-01,131327,520.0,2145812.0
Construction (A5-FZ),Pays de la Loire,19/09/2024 12:00,2021-10-01,98333,605.0,1541709.0
Construction (A5-FZ),Corse,19/09/2024 12:00,2021-10-01,12376,35.0,126546.0
Construction (A5-FZ),Centre-Val de Loire,19/09/2024 12:00,2022-01-01,57369,149.0,934140.0
Construction (A5-FZ),Hauts-de-France,19/09/2024 12:00,2022-01-01,119281,555.0,2133359.0
Construction (A5-FZ),Grand Est,19/09/2024 12:00,2022-01-01,118784,43.0,1996698.0
Construction (A5-FZ),Occitanie,19/09/2024 12:00,2022-01-01,131814,487.0,2155401.0
Construction (A5-FZ),Pays de la Loire,19/09/2024 12:00,2022-01-01,98854,521.0,1548052.0
Construction (A5-FZ),Corse,19/09/2024 12:00,2022-01-01,12435,59.0,127887.0
Construction (A5-FZ),Nouvelle-Aquitaine,19/09/2024 12:00,2022-01-01,139810,389.0,2268312.0
Construction (A5-FZ),Île-de-France,19/09/2024 12:00,2022-01-01,338758,662.0,6196770.0
Construction (A5-FZ),Bretagne,19/09/2024 12:00,2022-01-01,81004,195.0,1292048.0
Construction (A5-FZ),Normandie,19/09/2024 12:00,2022-01-01,77864,-128.0,1226061.0
Construction (A5-FZ),Bourgogne-Franche-Comté,19/09/2024 12:00,2022-01-01,54580,5.0,992316.0
Construction (A5-FZ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2022-01-01,201291,98.0,3211471.0
Construction (A5-FZ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2022-01-01,118828,70.0,1981102.0
Construction (A5-FZ),Bourgogne-Franche-Comté,19/09/2024 12:00,2022-04-01,54762,182.0,991064.0
Construction (A5-FZ),Corse,19/09/2024 12:00,2022-04-01,12413,-22.0,128096.0
Construction (A5-FZ),Occitanie,19/09/2024 12:00,2022-04-01,132071,257.0,2162076.0
Construction (A5-FZ),Pays de la Loire,19/09/2024 12:00,2022-04-01,99024,170.0,1550417.0
Construction (A5-FZ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2022-04-01,200751,-540.0,3219274.0
Construction (A5-FZ),Île-de-France,19/09/2024 12:00,2022-04-01,339201,443.0,6222064.0
Construction (A5-FZ),Normandie,19/09/2024 12:00,2022-04-01,78195,331.0,1225966.0
Construction (A5-FZ),Nouvelle-Aquitaine,19/09/2024 12:00,2022-04-01,140042,232.0,2266151.0
Construction (A5-FZ),Grand Est,19/09/2024 12:00,2022-04-01,118576,-208.0,1995551.0
Construction (A5-FZ),Hauts-de-France,19/09/2024 12:00,2022-04-01,119664,383.0,2132776.0
Construction (A5-FZ),Bretagne,19/09/2024 12:00,2022-04-01,81301,297.0,1295331.0
Construction (A5-FZ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2022-04-01,119001,173.0,1987993.0
Construction (A5-FZ),Centre-Val de Loire,19/09/2024 12:00,2022-04-01,57255,-114.0,934699.0
Construction (A5-FZ),Bourgogne-Franche-Comté,19/09/2024 12:00,2022-07-01,54829,67.0,992833.0
Construction (A5-FZ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2022-07-01,118710,-291.0,1991035.0
Construction (A5-FZ),Bretagne,19/09/2024 12:00,2022-07-01,81844,543.0,1299711.0
Construction (A5-FZ),Centre-Val de Loire,19/09/2024 12:00,2022-07-01,57211,-44.0,935788.0
Construction (A5-FZ),Normandie,19/09/2024 12:00,2022-07-01,78233,38.0,1230956.0
Construction (A5-FZ),Île-de-France,19/09/2024 12:00,2022-07-01,339098,-103.0,6249862.0
Construction (A5-FZ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2022-07-01,200714,-37.0,3227990.0
Construction (A5-FZ),Hauts-de-France,19/09/2024 12:00,2022-07-01,119392,-272.0,2136351.0
Construction (A5-FZ),Nouvelle-Aquitaine,19/09/2024 12:00,2022-07-01,140677,635.0,2268814.0
Construction (A5-FZ),Grand Est,19/09/2024 12:00,2022-07-01,118339,-237.0,1997616.0
Construction (A5-FZ),Occitanie,19/09/2024 12:00,2022-07-01,131892,-179.0,2167830.0
Construction (A5-FZ),Pays de la Loire,19/09/2024 12:00,2022-07-01,98975,-49.0,1555673.0
Construction (A5-FZ),Corse,19/09/2024 12:00,2022-07-01,12478,65.0,127697.0
Construction (A5-FZ),Île-de-France,19/09/2024 12:00,2022-10-01,339769,671.0,6277238.0
Construction (A5-FZ),Centre-Val de Loire,19/09/2024 12:00,2022-10-01,57223,12.0,937827.0
Construction (A5-FZ),Normandie,19/09/2024 12:00,2022-10-01,78447,214.0,1231449.0
Construction (A5-FZ),Bretagne,19/09/2024 12:00,2022-10-01,82194,350.0,1305477.0
Construction (A5-FZ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2022-10-01,119075,365.0,2000003.0
Construction (A5-FZ),Nouvelle-Aquitaine,19/09/2024 12:00,2022-10-01,140941,264.0,2278127.0
Construction (A5-FZ),Hauts-de-France,19/09/2024 12:00,2022-10-01,119223,-169.0,2134883.0
Construction (A5-FZ),Grand Est,19/09/2024 12:00,2022-10-01,118082,-257.0,2003156.0
Construction (A5-FZ),Bourgogne-Franche-Comté,19/09/2024 12:00,2022-10-01,54814,-15.0,993210.0
Construction (A5-FZ),Pays de la Loire,19/09/2024 12:00,2022-10-01,99304,329.0,1562778.0
Construction (A5-FZ),Occitanie,19/09/2024 12:00,2022-10-01,132033,141.0,2179101.0
Construction (A5-FZ),Corse,19/09/2024 12:00,2022-10-01,12475,-3.0,128336.0
Construction (A5-FZ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2022-10-01,200514,-200.0,3239511.0
Construction (A5-FZ),Provence-Alpes-Côte d'Azur,19/09/2024 12:00,2023-01-01,118989,-86.0,2004990.0
Construction (A5-FZ),Auvergne-Rhône-Alpes,19/09/2024 12:00,2023-01-01,199600,-914.0,3244600.0
Construction (A5-FZ),Bourgogne-Franche-Comté,19/09/2024 12:00,2023-01-01,54588,-226.0,993749.0
Construction (A5-FZ),Corse,19/09/2024 12:00,2023-01-01,12419,-56.0,128628.0
Construction (A5-FZ),Hauts-de-France,19/09/2024 12:00,2023-01-01,118874,-349.0,2134943.0
Construction (A5-FZ),Grand Est,19/09/2024 12:00,2023-01-01,117454,-628.0,2004321.0
